threads;time
1;43402
1;43591
1;43471
1;43365
1;43092
1;44887
1;43755
1;43334
1;43518
1;43341
2;23849
2;23998
2;24227
2;23735
2;23372
2;23028
2;23741
2;24380
2;23117
2;24329
4;15648
4;15587
4;15062
4;15599
4;15638
4;16407
4;15808
4;16053
4;15017
4;16153
8;13054
8;13455
8;12693
8;12950
8;12940
8;12604
8;13129
8;12838
8;13573
8;13359
